name,address
Dire Dawa City Administration,City Administration City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Around Maryam Church   Building:   Branch:   Flat: Phone: +251-25-1111358 Fax: +251-25-1114972 Website/Email: infpubbure@yahoo.com\
Dire Dawa Textile Factory,Textile Factory City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Legehare Kebele: 07 Direction: Around Gende Gebere   Building:   Branch:   Flat: Phone: +251-25-1113488
Dire Dawa Secondary School,Secondary School City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Greec Camp Kebele: - Direction: Around Stadium   Building:   Branch:   Flat: Phone: +251-25-1111513
Dire Dawa Pharmacy,Pharmacy Working Hour: Mon-sat 7:30am-9:00pm (fulldaye)  City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Qefira Kebele: 06 Direction: Near Hasam porsa   Building:   Branch:   Flat: Phone: 251-25-1112336
Dire Dawa Tax Autority,Tax Autority City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Mariam Kebele: - Direction: Inside Finace Building   Building:   Branch:   Flat: Phone: +251-25-1112397 Fax: +251-25-1117729
Dire Dawa Standard Autority Ethiopia,Standard Autority Ethiopia City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: In front of Betmengest   Building:   Branch:   Flat: Phone: +251-25-1113159
Dire Dawa Office Auditor General,Office Auditor General City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: In Front of Ethiopian Red Cross   Building:   Branch:   Flat: Phone: +251-25-1111232
Dire Dawa Administration Teacher’s Association,Teacher’s Association City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around commerciala bank main branch   Building:   Branch:   Flat: Phone: +251-25-1117285
Dire Dawa Federal Higher Court,Federal Higher Court City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Just Cafe   Building:   Branch:   Flat: Phone: +251-25-1125621
Dire Dawa Ethiopia Road Autority,Road Autority City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Gend Dipo Kebele: - Direction: Around Police memria   Building:   Branch:   Flat: Phone: +251-25-1124268 Fax: +251-25-1112112
Dire Dawa Technical and Vocational College,Technical and Vocational College City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Memiria Kebele: - Direction: Near Musina Office   Building:   Branch:   Flat: Phone: 251-25-1113266
Dire Dawa City Manager Office,City Manager Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Mariam Kebele: - Direction: In front of Millennium Park   Building:   Branch:   Flat: Phone: +251-25-1124866
Dire Dawa Finance and Economic Office,Governmental Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Mariam Kebele: - Direction: Around Triangle Hotel   House No.: 66666 Building:   Branch:   Flat: Phone: +251-25-4110164   +251-25-1115402
FDRE Dire Dawa City Administration Mayor Office,Administration Mayor Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Selam Hotel   Building:   Branch:   Flat: Phone: +251-25-1120071
Ture Dire Dawa Cement Factory Share Company,Share Company City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Gend Qore Kebele: - Direction: In Side Gend Rege Kebele   Building:   Branch:   Flat: Phone: +251-91-1226305
Dire Dawa Information & Public Relation Office,Information & Public Relation Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Mariam Kebele: - Direction: Near kentiba Building   Building:   Branch:   Flat: Phone: +251-25-1116061   +251-91-5752367
Dire Dawa Finance & Economy Dev't Office,Finance & Economy Dev't Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Mariam Kebele: - Direction: In front of Selam Hotel   Building:   Branch:   Flat: Phone: +251-25-1111841   +251-25-1112132 Fax: +251-25-1110543
Dire Dawa Administration Water Supply and Sewerage Authority,Government Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kebele 03 Kebele: - Direction: Near Sabiyan Memeriya   Building:   Branch:   Flat: Phone: +251-25-1113496
Federal Democratic Republic of Ethiopia Dire Dawa Administration Health Bureau,Government Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Behind Jemal Rogora Garage   Building:   Branch:   Flat: Phone: +251-25-1112330
Bizenu P.L.C,Dire dawa Cement Shop City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Tor Hayloch Kebele: 01 Direction: In Side Awash Wine Factory   Building:   Branch:   Flat: Phone: +251-11-3727720/14   +251-11-3727490
Dire Garment and Textile,Garment City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Megala Kebele: - Direction: Around Magala police Staion   Building:   Branch:   Flat: Phone: +251-25-1122587
Dire Carnuval Tour P.L.C,Tour in Different Parts of Ethiopia City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Gareni College   Building:   Branch:   Flat: Phone: +251-91-1212964   +251-25-1113463 Website/Email: bekriltd@hotmail    www.direcarnivaltour.com
Dire Higher Clinic,General Medical City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Gend Dipo Kebele: 03 Direction: Around Tsehay Hotel   Building:   Branch:   Flat: Phone: 251-25-1129074
Dire Printing Press S.c,Printing Press City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Yedro Post office Kebele: - Direction: In Front of Lusy College   Building:   Branch:   Flat: Phone: +251-25-1113401
Dire Dawa Central Statistical Agency,Government Offfice City: Dire Dawa City  Kifle Ketema: Kezira  Sefer: Bete Mengist Kebele: 03 Direction: Near Ferede Bat   Building:   Branch:   Flat: Phone: +251-25-1113934
Beza Pharmacy,Pharmacy Working Hour: Mon-Sun 8:00am-12:00pm Afther Noon2:00am-8:00pm  City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Taywan Kebele: 07 Direction: In front of Tayiwan Adarash   Building:   Branch:   Flat: Phone: 251-25-1111596
Tekia Geberie,House hold and Office Furniture and Buliding Material Shop City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Taywan Kebele: - Direction: Aroun Tayewan Adarash   Building:   Branch:   Flat: Phone: +251-25-1111552
Muhaba Reshid General Construction,Road and Building Construction City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Taywan Kebele: - Direction: In side Afran kelo Building   Building:   Branch:   Flat: Phone: +251-91-15730834
Emran Shose,Shose Shop City: Dessie City  Kifle Ketema: Dessie  Sefer: Menaharia Kebele: - Direction: Infront of Rukia Building   Building:   Branch:   Flat: Phone: +251-91-4710486
Gelila Hotel,"Restaurant and Bar, Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Dechatu Kebele: 06 Direction: Around Cherka Guzo Coffee House   Building:   Branch:   Flat: Phone: 251-25-1113406"
Mulu Birhan Hotel,"Restaurant, Bar and Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Dechatu Kebele: - Direction: Around Gelila Hotel   Building:   Branch:   Flat: Phone: +251-25-6662740"
Dechatu Stationery,Stationery City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Dechatu Kebele: - Direction: Near Addis Ababa Hotel   Building:   Branch:   Flat: Phone: +251-25-1113002
Mekonnen Hotel,"Restaurant and Bar, Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: In front of Babur tabiya   Building:   Branch:   Flat: Phone: 251-25-1113348"
Chachi Denatal Clinic,Denatal Clinic City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: Near Michael Church   Building:   Branch:   Flat: Phone: 251-25-1119240
Hayat Clinic,General Medical City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: Around Dile Tore Hospital   Building:   Branch:   Flat: Phone: 251-25-1110377
Africa Medium Clinic,General Medical City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: Near Airlines Thicket Office   Building:   Branch:   Flat: Phone: 251-25-1118425
Ethiopia Pharmacy,Pharmacy Working Hour: Mon-Sun 7:30am-12:30pm Afther Noon 2:30pm9:00pm  City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: Around Air Thicket Office   Building:   Branch:   Flat: Phone: 251-25-1113027
Robera Pharmacy,Pharmacy Working Hour: Mon-Sat 7:30am-4:00pm Sun12:00am-10:00pm  City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Near Michael Church   Building:   Branch:   Flat: Phone: 251-25-1125078
Universal Pharmacy,Pharmacy City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: Near Nigid Bank   Building:   Branch:   Flat: Phone: +251-91-5731653
Samrat Hotel,"Restaurant, Bar and Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: In front of Ras Hotel   Building:   Branch:   Flat: Phone: +251-25-1130600"
Diredawa Capacity Building Office,Capacity Building Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Near Roterdam School   Building:   Branch:   Flat: Phone: +251-25-1120861
Michael Jewellary,Silver and Gold Jeweleries Shop City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: 03 Direction: In front of Tele   Building:   Branch:   Flat: Phone: +251-25-1124724
Veparco Spare Part,Spare Part Shop City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Near Bherawi Hotel   Building:   Branch:   Flat: Phone: +251-25-1113073
Photo Daye,Photo Studio City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Ethiopia Pharmacy   Building:   Branch:   Flat: Phone: +251-25-1112564
Zineth Abdershid Secritarial Service and Related Activities,Secritarial Service and Related Activities City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Michael Church   Building:   Branch:   Flat: Phone: +251-25-1120908
Kezira Pharmacy,Pharmacy City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Michael Church   Building:   Branch:   Flat: Phone: +251-91-1904795
Lolo Building construction Materials Sales,construction Materials Sales City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Michael Church   Building:   Branch:   Flat: Phone: +251-91-5750463
Department of Justice,Government Office City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Post Office   Building:   Branch:   Flat: Phone: +251-25-1120220
International Pharmacy,Pharmacy City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Micheal Church   Building:   Branch:   Flat: Phone: +251-25-1110784
Dane Spare Part,Spare Part City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Micheal Church   Building:   Branch:   Flat: Phone: +251-25-1124959
Alpha Business Center,Stationery Equipment Shop City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Infront of Dashn Bank Dire Dawa Branch   Building:   Branch:   Flat: Phone: +251-91-5730859
Central Higher Clinic,Higher Clinic City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Infront of Ethiopian Air Lines   Building:   Branch:   Flat: Phone: +251-25-1112680
KJH P.L.C,Hotel City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Infront of Grece Church   Building:   Branch:   Flat: Phone: +251-91-5321107
Photo Kaleb,Photo Studio City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Kezira Kebele: - Direction: Around Cooprative Bank of oromiya kezira Branch   Building:   Branch:   Flat: Phone: +251-91-1134615
Selhadine Abubeker,Spare Part Shop City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Megala Kebele: - Direction: In front of 2gna Police Station   Building:   Branch:   Flat: Phone: +251-25-1110584
Dahabshil Money Transfer,Money Transfer City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Megala Kebele: - Direction: Inside Garad Building   Building:   Branch:   Flat: Phone: +251-25-1122244
Nibal Stationery,Nibal Stationery City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Megala Kebele: - Direction: Infront of Garad Building   Building:   Branch:   Flat: Phone: +251-91-5736355
Awash Pharmacy,Pharmacy City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: NOC Kebele: - Direction: In front of FM   House No.: 999999 Building:   Branch:   Flat: Phone: +251-25-1120411
Blossem Hotel,"Restaurant, Bar, Bed Rooms and Internet Service City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: NOC Kebele: 03 Direction: In front of Ras Hotel   Building:   Branch:   Flat: Phone: +251-25-1110393"
Baby Land Acadamy,From kG to Grade 4th School City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: NOC Kebele: - Direction: Aroun Memeheran Kebebe   Building:   Branch:   Flat: Phone: +251-25-6662625
Maritime & Transit Service Enterprise,Maritime & Transit Service City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Gumruk Kebele: - Direction: Near Roterdam School   Building:   Branch:   Flat: Phone: +251-25-1112367
Yemariamwork Higher Hospital,General Medical City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: 03 Direction: Around Anbeta mekelakya   Building:   Branch:   Flat: Phone: 251-25-1130996   251-25-1121194
Tadesse Lemma,Building Constraction City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: 03 Direction: Near Dawit Garage   Building:   Branch:   Flat: Phone: +251-25-1123826
Micro & Small Enterprises,Credit and Saving Service City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Inside 02 kebele   Building:   Branch:   Flat: Phone: +251-25-1113527
Eras Leras Kehiv Viresu gar Yminoru Mahber,Association City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Around Dire Dawa University   Building:   Branch:   Flat: Phone: +251-91-5760950
Saron Development & Relilef Association,NGO City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Around Muluwegel   Building:   Branch:   Flat: Phone: +251-25-1115890
Sabian Tesfa Chora Charity Association,NGO City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: 03 Direction: In front of Asnake Garage   Building:   Branch:   Flat: Phone: +251-25-1113554
Mawi Coffee General Business,Coffee Export City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: 03 Direction: Near Hamdeal   Building:   Branch:   Flat: Phone: +251-25-1125923
Network of HIV Positive People Associations,Association City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Around Oilbiya Gas Station Inside Haron Building 3rd Floor   Building:   Branch:   Flat: Phone: +251-25-1131224
Sabian Hospital,Hospital City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Behind Selassie Church   Building:   Branch:   Flat: Phone: +251-25-1121743
Ries Engineering S.C,Agricultural Machinery Importer & Sales and Ford car Importers City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Near Art General Hospital   Building:   Branch:   Flat: Phone: +251-25-1118574
Bethel Kindergarden School,Kindergarden City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Behind Ethio Italy TVET Collge   Building:   Branch:   Flat: Phone: +251-25-1115998
Fantahun Ejigu Building Construction,Building Construction City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Sabiyan Kebele: - Direction: Around Dire Dawa University   Building:   Branch:   Flat: Phone: +251-91-2116135   +251-91-1627033
Fasika Hotel,"Restaurant, Bar and Bedrooms City: Assosa City  Kifle Ketema: Assosa  Sefer: Mariam Kebele: 02 Direction: In front of Wise Up Private Campany   Building:   Branch:   Flat: Phone: +251-57-7750593"
Ogaden Pension,"Restaurant, Bar and Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: 05 Direction: Around Just Cafe   Building:   Branch:   Flat: Phone: +251-25-1112556"
Shalom Hotel,"Restaurant, Bar and Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Inside Weberi Metatefia   Building:   Branch:   Flat: Phone: +251-25-1111491"
Zerihun Haile,Building Constraction City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: 03 Direction: Inside 01 Kebele   Building:   Branch:   Flat: Phone: +251-25-1114300
Best Time Hotel,Bar and Restaurant & Badrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Around Faska Hotel   Building:   Branch:   Flat: Phone: +251-25-1111151
Triangle Hotel,"Restaurant, Bar, Bed Rooms, Internet Service City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Teleku Ferde bat   Building:   Branch:   Flat: Phone: +251-25-1122193"
Orbit Hotel,Hotel City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Triangle Hotel   Building:   Branch:   Flat: Phone: +251-91-1449440
Birra Coffee General Trading PLC,Coffee Export City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Around Ayan Water factory   Building:   Branch:   Flat: Phone: +251-25-1124860
Selihome Adevertising And Printing,Adevertising And Printing City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Around Red Star International Trading   Building:   Branch:   Flat: Phone: +251-91-1864377
S.A Bagersh PLC,Coffee Exporter City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Number 1 Kebele: - Direction: Near Jonya Factory   Building:   Branch:   Flat: Phone: +251-91-5730502
Teshay Hotel,"Restaurant and Bar, Bedrooms City: Dire Dawa City  Kifle Ketema: Dire Dawa  Sefer: Gend Dipo Kebele: 03 Direction: In front of Lios Hotel   Building:   Branch:   Flat: Phone: 251-25-1110023"
