branch,city,kifle_ketema,direction,building,flat,phone,name
,Dessie City,Dessie,Piassa Kebele: -,Around Shehi Alamoudi Building,,+251-33-1117700,Dessie Goods Shop
,Dessie City,Dessie,Mezegaja bet Kebele: -,Inside Mazegaja Gibi no 63,,+251-33-1118497,Dessie City Council
,Dessie City,Dessie,Redcross Kebele: -,Behind Mentewab Adarash,,+251-33-1118534,Dessie City Women Affairs
,Dessie City,Dessie,Segno Gebeya Kebele: -,Around Police Station,,251-33-1111046,Dessie Beteseb Drug Store
,Dessie City,Dessie,Shell Kebele: 15,Near Limat Bank,,251-33-1111112 Fax: 251-33-1122768,Dessie Post Office
,Dessie City,Dessie,Shell Kebele: -,In front of Road Transport Office,,+251-33-1122964,Dessie City Ministry of Revenue
,Dessie City,Dessie,Kategna Kebele: -,In front of Kategena Hotel,,+251-33-1118478,Dessie Trade and Industry Office
,Dessie City,Dessie,Kidan meheret Kebele: -,In front of Hebret Beakry,,+251-33-1117817,Dessie School Office
,Dessie City,Dessie,Kidan meheret Kebele: -,In front of Hibest Dabo bet,,+251-33-1115994,Dessie Capacity Building Office
,Dessie City,Dessie,Menafesha Kebele: -,In front of Tosa Restaurant,,+251-33-1118510,Dessie Wereda Information Department
,Dessie City,Dessie,Menafesha Kebele: -,Around Tosa Penision,,+251-33-1118510   +251-91-4735522,Dessie Information and Communication Agency
,Dessie City,Dessie,Fote Kebele: -,Behind Dessie Referral Hospital,,+251-33-1124413,Dessie Tena Since College
,Dessie City,Dessie,Bwambwa Kebele: -,Near Kebele 10,,+251-33-1115234,Dessie Akal Tehadeso Center
,Dessie City,Dessie,Agergezat Kebele: -,Around Shell,,+251-33-1116066,Dessie Mayors Office
,Dessie City,Dessie,Piassa Kebele: -,Around sheh al amoudi Building,,+251-33-1111107,Dessie Town 1st Police Station
,Dessie City,Dessie,Zone Mestedadr Kebele: -,Around Zone Astedader,,+251-33-1122075   +251-33-1113922,Dessie Ethiopia Electric Power Corporation
,Dessie City,Dessie,Robit Kebele: -,In front of Bilal mesgid,,+251-33-1118032,Dessie City Water Supply Office
,Dessie City,Dessie,Bwambwa Kebele: -,Around Melbord Hotel,,+251-33-1115119,Dessie Town 4th Police Station
,Dessie City,Dessie,Redcross Kebele: -,Behind Mintewab Adarash,,+251-33-1118482,Dessie City Administration Secretary & Justice Office
,Dessie City,Dessie,Menafesha Kebele: -,In Front of Alema Building,,+251-33-1118510,Dessie Zuria Woreda Government Communication Affairs
,Dessie City,Dessie,Selase Ber Kebele: -,Inside Abunu Gibi,,+251-33-1118258,Dessie Town HIV AIDS Prevention & Control Office /HAPCO/
,Dessie City,Dessie,Piassa Kebele: -,In Front of House Limat,,+251-33-1117861,Abera Clinic
,Dessie City,Dessie,Piassa Kebele: 05,Near Addis Pastry   House No.: 371,,251-33-1116569   251-91-1358392   251-91-0506969 Website/Email: feyselib@yahoo.com,Atlas General Trading
,Dessie City,Dessie,Piassa Kebele: 08,Piassa Iman Building   House No.: 760,,251-33-1124200   251-91-1200734 Fax: 251-33-1118989 Website/Email: fam_yes@yahoo.com,Famyes International Techno General Trading
,Dessie City,Dessie,Piassa Kebele: 02,In front of Ethiopia Niged Bank,,251-91-3406920,Sol Mobile Maintenance
,Dessie City,Dessie,Piassa Kebele: 02,Behind Midroc,,251-11-1117531   251-91-2603219 P.O.Box 890,Bethlehem Shoes Shop
,Dessie City,Dessie,Piassa Kebele: 02,In front of Nib Bank,,251-33-1115639   251-91-2140445,Moon Light Trading
,Dessie City,Dessie,Piassa Kebele: 02,In front of Nib Bank,,251-33-1117584   251-91-1378799   251-91-3443025 P.O.Box 170,Abyssinia Millstones and Parts Shop
,Dessie City,Dessie,Piassa Kebele: 02,Near Agip,,251-33-1120102   251-91-4715251,Ahemed Super market
,Dessie City,Dessie,Menaharia Kebele: 01,In front of Tossa Building No.1,,251-33-1118821,Photo Maerg No. 1
,Dessie City,Dessie,Piassa Kebele: 02,Near Wollo Bakery,,251-91-3748833   251-33-1118824,Tangsten General Trading
,Dessie City,Dessie,Piassa Kebele: 02,Near Addis Ababa,,251-33-1116298   251-33-1116674 Fax: 251-33-117144 P.O.Box 115,Addis General Trading P.L.C
,Dessie City,Dessie,Piassa Kebele: -,Around Tele,,251-33-1122678,W/ro Siheen College of TVET
,Dessie City,Dessie,Piassa Kebele: 01,In front of Awash Bank,,+251-33-1111813,Hawelet Gold Jeweleries Shop
,Dessie City,Dessie,Piassa Kebele: 01,In front of Bekure Megazine Shop,,+251-33-1118014,Super Spare Part
,Dessie City,Dessie,Piassa Kebele: -,Near Bunna Megazen,,+251-33-1112956   +251-33-1123438,Salayish Cafe
,Dessie City,Dessie,Piassa Kebele: -,Near Dess Sheketsheket,,+251-33-1124659,Network Cafe
,Dessie City,Dessie,Piassa Kebele: -,Inside Merore,,+251-33-1115679,Semin Meserake Family Planing
,Dessie City,Dessie,Piassa Kebele: -,Around Desa Hospital,,+251-33-1117042,Netsberake Reproductive Health Development Organization
,Dessie City,Dessie,Piassa Kebele: -,Around Mobile Gas Station,,+251-33-1114539,Faruke Trading
,Dessie City,Dessie,Piassa Kebele: -,Near Tell,,+251-33-1115829,Total Ethiopian
,Dessie City,Dessie,Piassa Kebele: -,Around Wello Bakery 033 111 8834,,+251-33-1118834,Kalkidan Bar & Restaurant
,Dessie City,Dessie,Piassa Kebele: -,Around Taitanic Cafe,,+251-91-4712180,Nejat Gold & Silver Smith
,Dessie City,Dessie,Piassa Kebele: -,Around Shehi Al Amoudi Building,,+251-33-1111807,AB-As Cafe
,Dessie City,Dessie,Piassa Kebele: -,Around Dessie Goods Shop,,+251-33-1117947,Kobeb Textile
,Dessie City,Dessie,Agip Kebele: -,Behind Shehe Mahamed Yasin Building,,251-91-1535440   251-33-1111528,Loza Shoe Shop
,Dessie City,Dessie,Agip Kebele: -,Behind Hoche Mesendo School,,+251-33-1122934,Wisdom KG and Elementary School
,Dessie City,Dessie,Menaharia Kebele: 01,From Menaharia to Piassa 50M,,251-91-1458002   251-33-1119583,Galaxy Spare part
,Dessie City,Dessie,Menaharia Kebele: 01,From Menaharia to Awtobis tera 50m,,251-11-1063877   251-33-1125252,Sony Electronics Shop
,Dessie City,Dessie,Menaharia Kebele: 01,From Menaharia to Piassa 60M,,251-33-8110021   251-91-1734931,Obama General Trading
,Dessie City,Dessie,Menaharia Kebele: -,In Front of Tosa Bulding,,+251-33-1120023,Papilon Super market
,Dessie City,Dessie,Menaharia Kebele: -,Near Alfa Electronics,,+251-33-1123885,City Coffee Shop
,Dessie City,Dessie,Menaharia Kebele: -,Near Photo Sharp,,+251-33-1112425,Shamrok Cafe
,Dessie City,Dessie,Menaharia Kebele: 07,In front of Henock,,+251-33-1123940,Desse Special Dental Clinic
,Dessie City,Dessie,Menaharia Kebele: -,Around Total,,+251-33-1116060,Melsha Electronic
,Dessie City,Dessie,Menaharia Kebele: -,Around Total Near Meseret Gabi,,+251-91-4711780,Sirage Auto Spare Parts
,Dessie City,Dessie,Menaharia Kebele: -,Around Menaharia,,+251-91-4715300,Star Gold Smith
,Dessie City,Dessie,Menaharia Kebele: -,Around Menaharia,,+251-33-1114591,Welo Sefer Transport Association
,Dessie City,Dessie,Salayish Kebele: -,From Nib Bank 15M,,251-91-4718490,Ema Building Material
,Dessie City,Dessie,Salayish Kebele: -,Near Nib Bank,,251-33-1112810   251-33-1118378,Tsehay Trading
,Dessie City,Dessie,Salayish Kebele: -,From Nib Bank 15M,,251-33-1117938   251-91-1007778,Al-Jezira Building Material
,Dessie City,Dessie,Salayish Kebele: -,Near Nib Bank,,251-33-1116300   251-91-1509180,Nefesan Abdul Menan Building Material Shop
,Dessie City,Dessie,Ghion Ambasel Kebele: 16,Near Ghion Ambasel Hotel,,251-33-1111548   +251-33-1117809,Qualiber Hotel
,Dessie City,Dessie,Karaguti Kebele: 10,In front of Geberena Office,,+251-33-1124608   +251-33-1111115 Fax: 251-33-1190806,Awash Green Land Hotel
,Dessie City,Dessie,Karaguti Kebele: -,Around Awash Green Land Hotel,,+251-33-1116020,S/W/AD/Zone Agricultural Development
,Dessie City,Dessie,Karaguti Kebele: -,Around Mesjid,,+251-33-1117459,Yimam Marye Garage
,Dessie City,Dessie,Mezegaja bet Kebele: 05,Near Mazegaja bet,,251-33-1111115,Ambassel Hotel
,Dessie City,Dessie,Merho gibi Kebele: 08,In front of Business Collage,,251-33-1116908   251-33-1113093,Lalibela Hotel
,Dessie City,Dessie,Merho gibi Kebele: -,Around Piassa,,251-91-4600117   251-33-1116815,Muler General Metal Work and Advertising
,Dessie City,Dessie,Pepsi Kebele: 17,Near Pepsi Cola Factory,,251-33-1115522,Bata General Hospital
,Dessie City,Dessie,Shelef tera Kebele: 01,Around Mugad Bank,,+251-33-1117894,Sitra Building Material Shop
,Dessie City,Dessie,Shelef tera Kebele: -,In front of Anis Shay Bet,,+251-33-1112848,Master Spare Part
,Dessie City,Dessie,Shoa ber Kebele: -,Around Mesgid,,251-33-1124196 Fax: 251-33-1124315,Alkan Health Science College
,Dessie City,Dessie,Shoa ber Kebele: -,Aroun Mekide,,+251-33-1114470,Selek Ameba 1st Derja School
,Dessie City,Dessie,Redcross Kebele: 07,Near Melaku Desalgne Hotel,,251-33-1123380,Tropical College of Medicine
,Dessie City,Dessie,Redcross Kebele: 06,In front of Keymsekel,,251-33-1118194,Betelhem Drug Store
,Dessie City,Dessie,Redcross Kebele: -,In front of 4th Police Station,,+251-33-1115679,Hope Enterprise
,Dessie City,Dessie,Redcross Kebele: -,In Front of Betelehem Building,,+251-33-1117880,South Wollo Red Cross Association
,Dessie City,Dessie,Segno Gebeya Kebele: 01,Near Mesgid,,251-33-1122879,Mahelet Medium Clinic
,Dessie City,Dessie,Segno Gebeya Kebele: 01,Around Abuye Church Near Yedro Asere Aleka Pharmacy,,251-33-1122937,St. Mariam Clinic
,Dessie City,Dessie,Segno Gebeya Kebele: 01,Near Abera Building Material Shop,,+251-33-1118241,Mesfin Building Material Shop
,Dessie City,Dessie,Segno Gebeya Kebele: -,Near Kebele 02,,+251-33-1117764,Negus Michale School
,Dessie City,Dessie,Segno Gebeya Kebele: -,Kebele 02 Office,,+251-33-1114524,Addis Alem School
,Dessie City,Dessie,Shell Kebele: -,In front of kebele 05 Office,,+251-33-1117530,South Wollo Education Department
,Dessie City,Dessie,Shell Kebele: -,Near Palass Cafe,,+251-33-1122584,Tosa Pharmacy Store
,Dessie City,Dessie,Shell Kebele: -,Near Aytegeb Cafa,,+251-33-1117124,Kana Zegelila Pharmacy
,Dessie City,Dessie,Shell Kebele: 01,In front of Total,,+251-33-1117999,Kal Kidan Jewellary
,Dessie City,Dessie,Shell Kebele: -,In front of Lemat Bank,,+251-33-1122541,Wollo Higher Clinics
,Dessie City,Dessie,Shell Kebele: -,In front of Atetegeb Hotel,,+251-33-1124032,Sole Spare Part
,Dessie City,Dessie,Shell Kebele: -,In front of Metrologe,,+251-33-5514312,Ethiopian Children Helping Center
,Dessie City,Dessie,Shell Kebele: -,Infront of Etege Menene School,,+251-33-1115721,South Wollo Zone Trade and Industry Market Development
,Dessie City,Dessie,Shell Kebele: -,Inside Quality & Standards Authority Building,,+251-91-4715900,Amara Women Traders Association
,Dessie City,Dessie,Shell Kebele: -,Near shale gas station,,+251-33-1111333   +251-33-8110423,Selam General Hospital
,Dessie City,Dessie,Shell Kebele: -,Near Post Office,,+251-33-3120388   +251-33-3122925,Golden Gate Hotel
,Dessie City,Dessie,Mealku menged Kebele: 17,In front of red cross,,251-33-1117103,Fewus Pharmacy
,Dessie City,Dessie,Mealku menged Kebele: -,Near Lovely Cafe,,+251-33-1112503,Pharmid
,Dessie City,Dessie,Mealku menged Kebele: 01,Near Medina Lbes Bet,,+251-33-1116200,Fewaki Jewellary
,Dessie City,Dessie,Mealku menged Kebele: -,Near Keymeskel   House No.: 999999,,+251-33-1117103,Nebeyu Pharmacy
,Dessie City,Dessie,Mealku menged Kebele: 07,Inside 07 kebele,,+251-91-4607296,Habesha Millinnium Community Riprodaction Health Development Association
,Dessie City,Dessie,Zone Mestedadr Kebele: 08,Around Zone mestedadr,,251-33-1119225/26   251-91-4601739,Tossa Pension
,Dessie City,Dessie,Kidan meheret Kebele: -,In front of Meberat hail,,+251-33-1111116,South Wolla Higher Court
,Dessie City,Dessie,Kidan meheret Kebele: -,Around kefetegnawu Ferede bet,,+251-33-1115064,Amhara Micro Finance
,Dessie City,Dessie,Stadium Kebele: -,In sdie Hote Stadium,,+251-33-1118520,Debube Wello Youth and Sporet Commission
,Dessie City,Dessie,Robit Kebele: -,Inside Papasu House,,+251-33-1117726,Abune Petros Child Care Center
,Dessie City,Dessie,Robit Kebele: -,Near 4th POlice Station,,+251-33-1113961,Memiher Akalwold Preparatory School
,Dessie City,Dessie,Menafesha Kebele: -,Near Zone Office,,+251-33-1117687,South Wello Information Department
,Dessie City,Dessie,Menafesha Kebele: -,Near City Mestedader Office,,+251-33-1117597 Fax: +251-33-1113991,South Wollo Zone Capacity Building
,Dessie City,Dessie,Menafesha Kebele: -,From Menafesha 3km,,+251-33-8110290/91   +251-91-4737186,Wollo University
,Dessie City,Dessie,Menafesha Kebele: -,Near Maristop Hospital,,+251-33-1119107,Kidame Gebeya High School
,Dessie City,Dessie,Menafesha Kebele: 05,Around Abebech Wello Shop,,+251-33-8110863   +251-91-1749482,Millennium Vision Postive Women Rehabilitation Association
,Dessie City,Dessie,Menafesha Kebele: 02,Behind Almaz Bulding,,+251-33-1118793 8044,Marie Stopes International Ethiopia
,Dessie City,Dessie,Menafesha Kebele: -,Around Menafesha,,+251-33-1111068,Dawedo General Elementary School
,Dessie City,Dessie,Gibruk Kebele: -,Infront of Kokeb Curtain,,+251-33-1115749,Berta Sport Material Distributor
,Dessie City,Dessie,Gibruk Kebele: -,Around Belethech Cafe,,+251-91-4738248,Alebachew Plastic Shose Shop
,Dessie City,Dessie,Gibruk Kebele: -,Around Anebesa Shose,,+251-33-1113094,Olivera East Africa Plc
,Dessie City,Dessie,Gibruk Kebele: -,Inside Gibruk Shopping Center,,+251-33-1112824,Millennium Cosmetics
,Dessie City,Dessie,Gibruk Kebele: -,Around Gibruk,,+251-33-1112363,Nigat Boutique
,Dessie City,Dessie,Gibruk Kebele: -,Around Atkelt Tera,,+251-33-1111176,Anbessa Shoes S.C
,Dessie City,Dessie,Dolifin Kebele: -,Near Commercial Bank of Ethiopia Banbwa Tera Branch,,+251-33-3124949,Merbon Hotel
,Dessie City,Dessie,Dolifin Kebele: -,In front Desa High School,,+251-33-3111190,Eikera Academy
,Dessie City,Dessie,Dolifin Kebele: -,Around Commercial Bank of Ethiopia Banbwa Tera Branch,,+251-33-3113040   +251-91-4313459,Hotel Time
,Dessie City,Dessie,08 Kebele Kebele: -,In front Of Catholic Kebet Erbata,,+251-33-1117975,Addis Fana School
,Dessie City,Dessie,Fote Kebele: -,Around 06 Makele,,+251-91-4714333,Ashenafi Aregaw House and Office Equipment Work
,Dessie City,Dessie,Fote Kebele: -,Around Fote School,,+251-91-4715027,Mohammed Yasin House And Office Equipment
,Dessie City,Dessie,Fote Kebele: -,Around Stadium,,+251-91-4713468,Firehiwot House and Office Furniture
,Dessie City,Dessie,Arado Kebele: -,Around Arado Mesjid,,+251-33-1113129,Merkez Birhan School
,Dessie City,Dessie,Bwambwa Kebele: -,Around Adebabaye,,+251-33-1117719,South Wollo Zone Health Department
,Dessie City,Dessie,Bwambwa Kebele: -,Around Zeni Hotel,,+251-91-4735680,Elias House Hold & Office Furniture
,Dessie City,Dessie,Bwambwa Kebele: -,Around Kebede Desta Hotel,,+251-33-1123427,Cheshire Service Ethiopia
,Dessie City,Dessie,Bwambwa Kebele: -,Around Pepsi,,+251-91-4713476,Assefa Geabyawu Wood Work
,Dessie City,Dessie,Bwambwa Kebele: -,Inside Gebril Church,,+251-91-4710142,Sentayhu Desalegn Garage
,Dessie City,Dessie,Arebgenda Kebele: -,Around Hibest Mena Bakery   House No.: 999999,,+251-91-4604012,Hayat Photo Copy & Computer Service
,Dessie City,Dessie,Tell Kebele: -,Near Addis Pastry,,+251-91-4710002,Dashen Gold Shop
,Addis Ababa City,Addis Ketema,Merkato Kebele: 10/11/12,Near Misrak Hotel,,251-11-2137648,Dessie Brieda Utensils
,Addis Ababa City,Addis Ketema,Mesalemya Kebele: 13/15,Near Ehil berenda,1st Floor,+251-91-1320184,Tilahun Dessie Contractor
,Jimma City,Jimma,Shwa Hotel Kebele: -,Around Shoa Hotel,,251-47-1110722,Jimma Pharmacy
Research and service to society,Jimma City,Jimma,Agip Kebele: -,Inside Jimma University,,+251-47-1112453,Jimma University
,Jimma City,Jimma,Menaharia Kebele: -,In front of Menaharia,,+251-47-1118282   +251-47-1118283 Fax: +251-47-1116616,Central Jimma Hotel
,Jimma City,Jimma,Kocho Kebele: -,Inside Catholic School,,+251-47-1110434,Jimma Bonga Catholic Secretarial
,Jimma City,Jimma,Agip Kebele: 05,Around Menged Transport,,251-47-1111323,Jimma Plant Health Clinic
,Jimma City,Jimma,Frenji Arada Kebele: -,Around Meberat hail,,+251-47-1110643,Jimma Zone Health Office
,Jimma City,Jimma,Frenji Arada Kebele: 01,Near Jimma Hotel,,+251-47-1117411,Jimma Constraction Design
,Jimma City,Jimma,Frenji Arada Kebele: -,Infront of Women Cafe,,+251-47-1110923,Jimma Town Teachers Association
,Jimma City,Jimma,Frenji Arada Kebele: -,Around Old Post Office,,+251-47-1110252,Jimma Zone Management Office
,Jimma City,Jimma,Aweyetu menagfesha Kebele: -,Near Bunana Shay tekel gibi,,+251-47-1110425,Jimma Higher Court
,Jimma City,Jimma,Tulu Ber Kebele: -,Near Hassen Garage,,+251-47-1122760,Jimma Information Technology Collage
,Jimma City,Jimma,Kocho Kebele: -,Near 05 kebele,,+251-47-1112424 Fax: +251-47-1115396,Jimma Rural Technolgy Reserch Center
,Jimma City,Jimma,Yetebaberut Kebele: -,Inside Abdela Building,,+251-47-1110799,Jimma Zone Water mineral & Energy Office
,Jimma City,Jimma,Merkato Kebele: -,Inside city Center Building,,+251-91-1758424,Addis Computer
,Jimma City,Jimma,Merkato Kebele: -,Behind Awash Bank,,+251-91-7800451,Fuhad Electronics
,Jimma City,Jimma,Shwa Hotel Kebele: 01,In front of Construction Bank,,+251-47-1114441,Aman Haji Building Material Shop
,Jimma City,Jimma,Menaharia Kebele: 07,In front of Cocacola Shop,,251-47-1114438,Raha Hotel
,Jimma City,Jimma,Menaharia Kebele: -,Gedebo ber -Around Pepsi,,251-47-1117626,Alpha University
,Jimma City,Jimma,Menaharia Kebele: -,In front of Menaharia,,251-47-1122616,Milcom Drug Store
,Jimma City,Jimma,Menaharia Kebele: 06,In front of Asegedech Hotel,,+251-47-1112731,Welde Argaw Hotel
,Jimma City,Jimma,Menaharia Kebele: -,Near Centeral Hotel,,+251-47-1117738   +251-47-1120441,Syf Hotel
,Jimma City,Jimma,Menaharia Kebele: -,Around Menahria,,+251-47-3450080,Tarekgen Hotel
,Debre Tabor City,Debre Tabor,medhanialem Church Kebele: -,Around Medehanialem Church,,+251-58-4400273,Hiberet School
,Jimma City,Jimma,Menaharia Kebele: -,Near Bsene Pension,,+251-47-1122224,Yardstic International Distance College
,Jimma City,Jimma,Menaharia Kebele: -,Inside Central Hotel,,+251-91-7803384,Saba Computer Center
,Jimma City,Jimma,Menaharia Kebele: -,Around Menaharia,,+251-91-1725072,GG Spare Part
,Jimma City,Jimma,Menaharia Kebele: -,Inside Central Hotel Building,,+251-47-1119147,Bethlehem Pharmacy
,Bonga City,Bonga,Shetta Kebele: 03,Around Miker Bet,,+251-47-3310010,Coffee Land Hotel
,Jimma City,Jimma,Menaharia Kebele: -,Behind Menaharia,,+251-47-1115959,Dololo Hotel
,Jimma City,Jimma,Menaharia Kebele: -,In front of Biruk Hospital,,+251-47-1119033   +251-47-1119064,City View Hotel
,Jimma City,Jimma,Kulu Ber Kebele: 07,Near Ahemed Higher Clinic,,251-47-1116065,Genu Hotel
,Jimma City,Jimma,Kulu Ber Kebele: -,Near Tilahun Total,,+251-91-1791645,Biruk Drug Store
,Jimma City,Jimma,Mikrbet Kebele: 05,In front of Shell Gas Station,,251-47-1110071/73,Gibe Hotel
,Jimma City,Jimma,Kocho Kebele: -,Near Jarin Cafe,,+251-47-1117558,Addis Photo Studio
,Jimma City,Jimma,Kocho Kebele: -,In front of Jafar Clinic,,+251-47-1110872,Adiventist school
,Jimma City,Jimma,Kocho Kebele: -,Around prison House,,+251-91-1943993,Meles Wube Metal Work shop
,Jimma City,Jimma,Kocho Kebele: -,Around Commercial Bank,,+251-91-1734938,Befker Stationery
,Hosaena City,Hosaena,Mariam Sefer Kebele: 03,In front of NOC Gas Station,,+251-46-5550260   +251-91-1359978,Shewa Hotel
,Jimma City,Jimma,Police Station Kebele: -,Near Hermata School,,+251-47-1118434,Berket School
,Jimma City,Jimma,Police Station Kebele: -,Near Berket School,,+251-47-1110851,Hirmata School
,Jimma City,Jimma,Police Station Kebele: -,Near Kebele,,+251-47-1111564,Seto School
,Jimma City,Jimma,Redcross Kebele: 01,In front of Redcross   House No.: 999999,,251-47-1114166,Amanuel Clinic
,Jimma City,Jimma,Redcross Kebele: 01,Around Tiruye Restaurant,,251-47-1112966,Gibe Higher Clinic
,Jimma City,Jimma,Agip Kebele: -,Around Beshawe Hotel,,+251-47-1123130,Sent Luse School
,Addis Ababa City,Arada,Berhanena Selam Matemia Kebele: 01/02,Infront of Berhanena Selam Matemia,,,Nib International Bank(ATM)
,Jimma City,Jimma,Mina Hotel Kebele: -,Near Mina Hotel,,251-47-2260198,Jida Drug Store
,Jimma City,Jimma,Frenji Arada Kebele: -,Near Salah Bakery,,+251-47-1118854,Aman Pharmacy
,Jimma City,Jimma,Frenji Arada Kebele: -,In front of Meberat Hile,,+251-47-1110150,Hermeta School
,Jimma City,Jimma,Frenji Arada Kebele: -,Around Post Office,,+251-47-1114903,Universal Clinic
,Jimma City,Jimma,Frenji Arada Kebele: -,Around Red Cross Pharmacy,,+251-47-1110708,Zinit Printing House
,Jimma City,Jimma,Frenji Arada Kebele: -,Around Post Office,,+251-47-1110446,Addis Fana General Merchendise and Hotel Trading S.c.
,Jimma City,Jimma,Heirmata Kebele: -,Near Hiremata Nigid Bank,,251-47-1110764,Hirmata Drug Store
,Jimma City,Jimma,Heirmata Kebele: -,Around Gebreal Church,,+251-47-1110814,Abefame School
